,text
111,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
112,"['학문', '목적', '영어', '통합', '기술', '학생', '특정', '필요', '영어', '능력', '도움', '조정', '과정', '토론', '발표', '기타', '활동', '지원', '분야', '학업', '수준', '독서가', '목적', '과정', '미래', '직장', '필요', '능력', '향상', '코스', '가이드', '코스', '완료', '학생', '영어', '이해력', '영어', '의사소통', '능력', '개발']"
113,"['대학', '계열', '학과', '특성', '진행', '학술영어', '학술영어', '글쓰기', '필요', '영어', '능력', '함양', '계열', '교과', '미래', '직업', '내용', '발표', '토론', '능력', '함양', '통합', '교육', '학문', '목적', '영어', '통합', '기술', '학생', '특정', '필요', '영어', '능력', '도움', '조정', '과정', '토론', '발표', '기타', '활동', '지원', '분야', '학업', '수준', '독서가', '목적', '과정', '미래', '직장', '필요', '능력', '향상', '코스', '가이드', '코스', '완료', '학생', '영어', '이해력', '영어', '의사소통', '능력', '개발']"
114,"['대학', '계열', '학과', '특성', '진행', '학술영어', '학술영어', '글쓰기', '필요', '영어', '능력', '함양', '계열', '교과', '미래', '직업', '내용', '발표', '토론', '능력', '함양', '통합', '교육', '지식']"
115,"['학문', '목적', '영어', '통합', '기술', '학생', '특정', '필요', '영어', '능력', '도움', '조정', '과정', '토론', '발표', '기타', '활동', '지원', '분야', '학업', '수준', '독서가', '목적', '과정', '미래', '직장', '필요', '능력', '향상', '코스', '가이드', '코스', '완료', '학생', '영어', '이해력', '영어', '의사소통', '능력', '개발']"
116,"['대학', '계열', '학과', '특성', '진행', '학술영어', '학술영어', '글쓰기', '필요', '영어', '능력', '함양', '계열', '교과', '미래', '직업', '내용', '발표', '토론', '능력', '함양', '통합', '교육', '학문', '목적', '영어', '통합', '기술', '학생', '특정', '필요', '영어', '능력', '도움', '조정', '과정', '토론', '발표', '기타', '활동', '지원', '분야', '학업', '수준', '독서가', '목적', '과정', '미래', '직장', '필요', '능력', '향상', '코스', '가이드', '코스', '완료', '학생', '영어', '이해력', '영어', '의사소통', '능력', '개발']"
117,"['대학', '계열', '학과', '특성', '진행', '학술영어', '학술영어', '글쓰기', '필요', '영어', '능력', '함양', '계열', '교과', '미래', '직업', '내용', '발표', '토론', '능력', '함양', '통합', '교육']"
118,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
119,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
120,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
121,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
122,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
123,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', 'PBL(문제해결학습)', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '전공', '진로', '비전', '설계']"
124,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
125,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', 'PBL(문제해결학습)', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
126,"['교과', '확률이론', '중심', '확률', '공리', '이해', '확률', '분포', '변화', '확률', '개념', '이해', '확률', '공리', '적용', '문제', '확률', '개념', '적용', '문제', '해결']"
127,"['선형대수', '개념', '응용', '선형대수', '전산학', '전반', '중요', '기초', '학문', '숙지', '전산학', '응용']"
128,"['대학생', '계산', '이론', '개념', '소개', '추가', '연구', '관심', '유발', '모델', '의존', '효과', '체계', '무시', '구체', '계산', '문제', '일반', '원칙', '예시', '간주', '계산', '모델', '발견', '일반', '계산', '본질', '특성', '검토', '가지', '주요', '주제', '우려', '튜링', '기계', '프로그램', '동일', '때문', '계산', '모델', '형성', '의미', '계산', '능력', '이것', '때문', '우리', '그것', '일반', '계산', '질문', '어려움', '직면', '우리', '해결', '가능', '재귀', '영역', '우리', '난치성', '발견', '과정', '오토마타', '계산', '가지', '계산', '이론', '영역', '오토마타', '이론', '컴파일러', '과정', '알고리즘', '과정', '설계', '분석', '복잡도', '이론', '필수', '기초', '과정', '계산', '진짜', '영역', '컴퓨터', '계산', '계산', '이론', '이해', '계산', '모형', '형식언어', '이해', '계산', '가능', '이론', '이해', '증명', '문제', '결정', '가능', '명제', '증명', '과정', '계산', '무엇', '계산', '과정', '컴퓨터', '모델', '추상', '구조', '형식', '언어', '세기', '최고', '언어학자', '가지', '종류', '언어', '구성', '언어', '계층', '공부', '형식언어', '이론', '현대', '프로그래밍언어', '컴파일러', '구성', '방법', '적용']"
129,"['자료구조', '지식', '성공', '소프트웨어', '개발', '중요', '인자', '하나', '강좌', '자료구조', '정렬', '탐색', '기초', '알고리즘', '해당', '자료구조', '예제', '제공', '자료구조', '알고리즘', '구체', '구현', '객체지향형언어', '내용', '객체지향형언어', '내용', '구조체', '클래스', '개념', '객체지향형언어', '핵심', '개념', '내용', '구현', '자료구조', '내용', '실용', '전달', '실세계', '자료', '컴퓨터', '내부', '표현', '방법론', '문제', '해결', '스택', '리스트', '자료구조', '표현방법', '습득', '트리', '그래프', '응용', '자료구조', '표현방법', '습득', '자료', '구조', '이용', '탐색', '정렬', '알고리즘', '기초지식', '습득', '프로그래밍언어', '실제', '자료구조', '구현', '방법', '자료구조', '알고리즘', '이용', '문제', '해결', '방법', '터득', '자료', '구조', '지식', '성공', '소프트웨어', '개발', '중요', '인자', '하나', '강좌', '자료구조', '정렬', '탐색', '기초', '알고리즘', '해당', '자료구조', '예제', '제공', '자료구조', '알고리즘', '구체', '구현', '객체지향형언어', '내용', '객체지향형언어', '내용', '구조체', '클래스', '개념', '객체지향형언어', '핵심', '개념', '내용', '구현', '자료구조', '내용', '실용', '전달', '실세계', '자료', '컴퓨터', '내부', '표현', '방법론', '문제', '해결', '스택', '리스트', '자료구조', '표현방법', '습득', '트리', '그래프', '응용', '자료구조', '표현방법', '습득', '자료', '구조', '이용', '탐색', '정렬', '알고리즘', '기초지식', '습득', '프로그래밍언어', '실제', '자료구조', '구현', '방법', '자료구조', '알고리즘', '이용', '문제', '해결', '방법', '터득']"
130,"['자료구조', '지식', '성공', '소프트웨어', '개발', '중요', '인자', '하나', '강좌', '자료구조', '정렬', '탐색', '기초', '알고리즘', '해당', '자료구조', '예제', '제공', '자료구조', '알고리즘', '구체', '구현', '객체지향형언어', '내용', '객체지향형언어', '내용', '구조체', '클래스', '개념', '객체지향형언어', '핵심', '개념', '내용', '구현', '자료구조', '내용', '실용', '전달', '실세계', '자료', '컴퓨터', '내부', '표현', '방법론', '문제', '해결', '스택', '리스트', '자료구조', '표현방법', '습득', '트리', '그래프', '응용', '자료구조', '표현방법', '습득', '자료', '구조', '이용', '탐색', '정렬', '알고리즘', '기초지식', '습득', '프로그래밍언어', '실제', '자료구조', '구현', '방법', '자료구조', '알고리즘', '이용', '문제', '해결', '방법', '터득', '자료', '구조', '지식', '성공', '소프트웨어', '개발', '중요', '인자', '하나', '강좌', '자료구조', '정렬', '탐색', '기초', '알고리즘', '해당', '자료구조', '예제', '제공', '자료구조', '알고리즘', '구체', '구현', '객체지향형언어', '내용', '객체지향형언어', '내용', '구조체', '클래스', '개념', '객체지향형언어', '핵심', '개념', '내용', '구현', '자료구조', '내용', '실용', '전달', '실세계', '자료', '컴퓨터', '내부', '표현', '방법론', '문제', '해결', '스택', '리스트', '자료구조', '표현방법', '습득', '트리', '그래프', '응용', '자료구조', '표현방법', '습득', '자료', '구조', '이용', '탐색', '정렬', '알고리즘', '기초지식', '습득', '프로그래밍언어', '실제', '자료구조', '구현', '방법', '자료구조', '알고리즘', '이용', '문제', '해결', '방법', '터득']"
131,"['사전', '담당', '교수', '면담', '수강', '허락', '수강', '가능', '수강', '빅데이터마이닝', '연구실', '연구', '활동', '기회', '빅데이터마이닝', '연구실', '실용', '어플리케이션', '연구', '초점', '다양', '소셜미디어', '수집', '규모', '형성', '데이터', '연구', '트위터', '그래프', '소셜', '네트워크', '관계', '텍스트', '메시지', '위치', '정보', '성질', '다양', '데이터', '클러스터링', '패턴마이닝', '추천시스템', '개발', '현재', '인간행동', '패턴', '분석', '트위터', '텍스트', '위치', '정보', '여행자', '경로', '패턴', 'Q&A서비스', '데이터', '분석', '분야', '전문가', '연구', '연구', '활용', '기반', '기술', '이용한', '병렬컴퓨팅', '데이터마이닝', '기법', '데이터', '베이스', '자연어', '머신러닝', '딥러닝', '아래', '주제', '선택', '연구', '활동', '딥러닝', '이용', '추천시스템', '연구', '소셜', '네트워크', '정보', '전달', '패턴', '연구', '이미지', '데이터', '검색', '딥러닝', '네트워크', '색인', '기기', '수집', '스트리밍데이터', '이용', '기계', '물론', '주제', '연구', '가능']"
132,"['목적', '학부', '대학원', '연구', '주제', '연구', '활동', '체험', '연구', '역량', '진로설정', '도움', '학생', '조교', '실제', '연구', '지식', '습득', '주별', '연구', '실습', '보고서', '작성', '바탕', '성취도']"
133,"['프로그래밍언어', '시스템', '이론', '실제', '탐구', '프로그램', '효율성', '유지관리성', '확장성', '보안', '프로그래밍', '기법', '유도', '도구', '제작', '근본', '프로그램', '분석', '기법', '공부', '실제', '문제', '해결', '패러다임', '프로그래밍언어', '시스템', '이해', '안전', '보안', '보장', '프로그램', '본질', '파악', '프로그램', '제작', '유도', '도구', '설계', '구현', '능력', '배양']"
134,"['인공지능컴퓨터', '구조', '이해', '설계', 'TPU기반', 'AI프로세서', '구조', '이해', '엔비디아', 'GPU기반', 'AI프로세서', '구조', '이해', '설계', '시뮬레이션', '진행']"
135,"['교수', '연구실', '진행', '연구', '학부생', '대학원', '연구', '주제', '연구', '활동', '체험', '연구', '역량', '진로설정', '도움', '대학원', '연구', '주제', '연구', '활동', '체험', '연구', '역량', '진로설정', '도움']"
136,"['학부', '인텔리전트머신', '연구실', '진행', '연구', '체험', '고급', '지식', '습득', '연구', '역량', '진로설정', '도움', '인텔리전트머신', '연구실', '기계', '최신', '토픽', '연구', '기계', '강화', '연구', '분야', '지식', '습득']"
137,"['대학원', '데이터베이스', '연구실', '연구', '주제', '이해', '대학원', '생활', '비전', '이해', '대학원', '생활', '이해', '대학원', '졸업', '진로', '취업', '이해', '데이터베이스', '연구실', '연구', '주제', '이해']"
138,"['교수', '사전', '면담', '선발', '학생', '대상', '운영', '필요', '연구', '프로젝트', '다양', '방법', '운영', '연구실', '프로젝트', '개별연구', '학생', '간접', '연구', '기회', '부여', '궁극', '학생', '연구', '능력', '향상', '프로젝트', '동안', '연구', '내용', '면담', '신청']"
139,"['프로그램', '분석', '합성', '기존', '연구', '문헌', '조사', '개별연구', '프로그램', '분석', '프로그램', '실행', '성질', '자동', '파악', '기술', '소프트웨어', '오류탐지', '안전', '증명', '프로그램', '최적화', '프로그램', '합성', '수준', '언어', '요구조건', '자동', '그것', '만족', '프로그램', '기술', '연구', '결과', '커뮤니케이션', '능력', '함양', '독자', '연구', '능력', '함양', '프로그래밍언어', '분야', '최신', '연구', '트렌드', '습득']"
140,"['학부', '대학원', '연구', '주제', '활동', '체험', '연구', '역량', '진로설정', '도움', '블록체인', '주요', '연구', '주제', '블록체인', '기술', '서비스', '동향', '수강', '연구', '주제', '내용', '수강', '대학원', '연구', '과제', '실제', '연구', '활동', '경험', '수강', '주별', '월별', '보고서', '작성', '보고서', '바탕', '성취도']"
141,"['학부', '소프트웨어공학', '연구실', '진행', '연구', '체험', '고급', '지식', '습득', '연구', '역량', '진로설정', '도움', '소프트웨어공학', '연구실', '소프트웨어', '개발', '분석', '유지', '보수', '최신', '기술', '개발', '소프트웨어', '품질', '보장', '기법', '연구', '진행', '수강', '신청', '담당', '강사', '사전', '면담', '필수', '고품질', '소프트웨어', '성공', '개발', '개발', '소프트웨어', '품질', '조사', '분석', '개선', '최신', '지식', '기술', '실무', '노하우', '습득', '효과', '달성', '수강', '소프트웨어공학', '연구실', '진행', '실제', '연구', '교수', '박사', '과정', '지도', '연구', '주제', '도출', '필요', '연구', '진행', '연구', '결과물', '도출', '국내', '국제', '학술', '대회', '논문', '발표', '특허', '출원', '실제', '소프트웨어공학', '연구실', '인턴', '예비', '인턴', '대상']"
142,"['인터넷', '내부', '동작', '이해', '초점', '인터넷', '컴퓨터네트워크프로토콜', '응용계층', '시작', '링크', '계층', 'Top-down방식', '소개', '바탕', '인터넷', '프로토콜', '실제', '구현', '프로그램', '작성', '컴퓨터네트워크프로토콜', '응용계층', '시작', '네트워크계층', 'Top-down방식', '바탕', '차세대인터넷프로토콜', '멀티미디어통신프로토콜', '프로그램', '작성', '프로토콜', '동작']"
143,"['컴퓨터공학', '프로그램', '작성', '필요', '컴퓨터', '언어', '소프트웨어', '도구', '최적', '컴퓨터구조', '이해', '컴퓨터구조', '명령어', '세트', '레지스터', '기능블록', '구성', '내부', '구조', '메모리', '버스', '구성', '시스템', '구조', '포괄', '컴퓨터', '구성', '메모리', '입출력장치', '제어부', '처리속도', '메모리', '크기', '버스구조', '코아', '개수', '전력소모', '컴퓨터구조', '성능', '척도', '명령어', '세트', '레지스터', '기능', '블럭', '내부', '구조', '이해', '메모리구조', '이해', '보조', '기억', '장치', '컴퓨터', '장치', '이해', '컴퓨터', '제어부', '버스', '파이프라인', '구조', '이해', '컴퓨터성능', '분석']"
144,"['사전', '담당', '교수', '면담', '수강', '수강', '가능', '수강', '빅데이터마이닝', '연구실', '연구', '활동', '기회', '빅데이터마이닝', '연구실', '실용', '어플리케이션', '연구', '초점', '다양', '소셜미디어', '수집', '규모', '형성', '데이터', '연구', '트위터', '그래프', '소셜', '네트워크', '관계', '텍스트', '메시지', '위치', '정보', '성질', '다양', '데이터', '클러스터링', '패턴마이닝', '추천시스템', '개발', '현재', '인간행동', '패턴', '분석', '트위터', '텍스트', '위치', '정보', '여행자', '경로', '패턴', 'Q&A서비스', '데이터', '분석', '분야', '전문가', '연구', '연구', '활용', '기반', '기술', '이용한', '병렬컴퓨팅', '데이터마이닝', '기법', '데이터', '베이스', '자연어', '머신러닝', '딥러닝', '상급생', '활동', '장학금', '지급', '연계', '연구', '활동', '결과물', '발표', '출판', '학회', '참가', '기회', '아래', '주제', '선택', '연구', '활동', '딥러닝', '이용', '추천시스템', '연구', '소셜', '네트워크', '정보', '전달', '패턴', '연구', '이미지', '데이터', '검색', '딥러닝', '네트워크', '색인', '기기', '수집', '스트리밍데이터', '이용', '기계', '물론', '주제', '연구', '가능']"
145,"['교수', '연구실', '진행', '연구', '학부생', '대학원', '연구', '주제', '연구', '활동', '체험', '연구', '역량', '진로설정', '도움', '학생', '조교', '실제', '연구', '지식', '습득', '주별', '연구', '실습', '보고서', '작성', '바탕', '성취도']"
146,"['프로그래밍언어', '시스템', '이론', '실제', '탐구', '프로그램', '효율성', '유지관리성', '확장성', '보안', '프로그래밍', '기법', '유도', '도구', '제작', '근본', '프로그램', '분석', '기법', '공부', '실제', '문제', '해결', '패러다임', '프로그래밍언어', '시스템', '이해', '안전', '보안', '보장', '프로그램', '본질', '파악', '프로그램', '제작', '유도', '도구', '설계', '구현', '능력', '배양']"
147,"['컴퓨터', '이해', '설계', '시뮬레이션', 'TPU기반', 'AI프로세서', '구조', '이해', '엔비디아', 'GPU기반', 'AI프로세서', '구조', '이해', '설계', '시뮬레이션', '진행']"
148,"['학부', '인텔리전트머신', '연구실', '진행', '연구', '체험', '고급', '지식', '습득', '연구', '역량', '진로설정', '도움', '인공지능', '기계학습', '강화', '이해']"
149,"['교수', '연구실', '진행', '연구', '학부생', '대학원', '연구', '주제', '연구', '활동', '체험', '연구', '역량', '진로설정', '도움', '대학원', '연구', '주제', '연구', '활동', '체험', '연구', '역량', '진로설정', '도움']"
